title,genres,one_star,two_star,three_star,four_star,five_star,rating
I Fell in Love After Becoming a Ghost,Slice of Life,1,4,7,2,31,4.3
I Fell in Love After Becoming a Ghost,Romance,1,4,7,2,31,4.3
What To Do If The System Forces You To Exercise,Mature,11,5,14,13,82,4.2
What To Do If The System Forces You To Exercise,Yuri,11,5,14,13,82,4.2
What To Do If The System Forces You To Exercise,Drama,11,5,14,13,82,4.2
What To Do If The System Forces You To Exercise,Comedy,11,5,14,13,82,4.2
What To Do If The System Forces You To Exercise,Action,11,5,14,13,82,4.2
What To Do If The System Forces You To Exercise,Martial Arts,11,5,14,13,82,4.2
What To Do If The System Forces You To Exercise,Romance,11,5,14,13,82,4.2
Return of the Divine Emperor,Action,8,8,7,8,17,3.4
Return of the Divine Emperor,Adventure,8,8,7,8,17,3.4
Return of the Divine Emperor,Fantasy,8,8,7,8,17,3.4
Return of the Divine Emperor,Harem,8,8,7,8,17,3.4
Return of the Divine Emperor,Historical,8,8,7,8,17,3.4
Return of the Divine Emperor,Romance,8,8,7,8,17,3.4
Return of the Divine Emperor,Xuanhuan,8,8,7,8,17,3.4
Princess Gao Chang,Adult,5,1,5,1,16,3.8
Princess Gao Chang,Josei,5,1,5,1,16,3.8
Princess Gao Chang,Mature,5,1,5,1,16,3.8
Princess Gao Chang,Romance,5,1,5,1,16,3.8
Princess Gao Chang,Smut,5,1,5,1,16,3.8
The President Mistook Him For A Canary!,Shounen Ai,1,2,4,3,21,4.3
The President Mistook Him For A Canary!,Comedy,1,2,4,3,21,4.3
The President Mistook Him For A Canary!,Romance,1,2,4,3,21,4.3
With Han Geng @ Midnight,Drama,4,1,2,0,1,2.1
The Way of Favors,Martial Arts,4,3,5,4,14,3.7
The Way of Favors,Historical,4,3,5,4,14,3.7
The Way of Favors,Mystery,4,3,5,4,14,3.7
The Way of Favors,Romance,4,3,5,4,14,3.7
The Rotten Girl,Comedy,8,5,6,3,31,3.8
The Rotten Girl,Romance,8,5,6,3,31,3.8
Unlimited Anime Works,Martial Arts,85,21,12,21,82,3
Unlimited Anime Works,Mature,85,21,12,21,82,3
Unlimited Anime Works,Xuanhuan,85,21,12,21,82,3
Unlimited Anime Works,Harem,85,21,12,21,82,3
Unlimited Anime Works,Sci-fi,85,21,12,21,82,3
Unlimited Anime Works,Adventure,85,21,12,21,82,3
Unlimited Anime Works,Comedy,85,21,12,21,82,3
Unlimited Anime Works,Action,85,21,12,21,82,3
Unlimited Anime Works,Ecchi,85,21,12,21,82,3
Unlimited Anime Works,Fantasy,85,21,12,21,82,3
Unlimited Anime Works,Romance,85,21,12,21,82,3
An Accident in Broad Daylight,School Life,5,5,8,13,81,4.4
An Accident in Broad Daylight,Drama,5,5,8,13,81,4.4
An Accident in Broad Daylight,Shounen Ai,5,5,8,13,81,4.4
An Accident in Broad Daylight,Slice of Life,5,5,8,13,81,4.4
An Accident in Broad Daylight,Romance,5,5,8,13,81,4.4
Regarding The Trivial Matter of Not Being Able to Get Hard,Mature,3,1,5,4,21,4.1
Regarding The Trivial Matter of Not Being Able to Get Hard,Drama,3,1,5,4,21,4.1
Regarding The Trivial Matter of Not Being Able to Get Hard,Yaoi,3,1,5,4,21,4.1
Regarding The Trivial Matter of Not Being Able to Get Hard,Comedy,3,1,5,4,21,4.1
Regarding The Trivial Matter of Not Being Able to Get Hard,Slice of Life,3,1,5,4,21,4.1
Regarding The Trivial Matter of Not Being Able to Get Hard,Romance,3,1,5,4,21,4.1
"After Genderswap Reincarnation, I Raised the Strongest Player",Gender Bender,6,6,2,5,23,3.8
"After Genderswap Reincarnation, I Raised the Strongest Player",Action,6,6,2,5,23,3.8
"After Genderswap Reincarnation, I Raised the Strongest Player",Fantasy,6,6,2,5,23,3.8
"After Genderswap Reincarnation, I Raised the Strongest Player",Romance,6,6,2,5,23,3.8
My One And Only Love,School Life,1,0,1,1,12,4.5
My One And Only Love,Slice of Life,1,0,1,1,12,4.5
My One And Only Love,Comedy,1,0,1,1,12,4.5
My One And Only Love,Romance,1,0,1,1,12,4.5
I Am a Great Scientist,Sci-fi,3,2,4,1,10,3.7
Jiao Huan Ying Hou,Comedy,15,2,5,5,147,4.5
Jiao Huan Ying Hou,Drama,15,2,5,5,147,4.5
Jiao Huan Ying Hou,Romance,15,2,5,5,147,4.5
Jiao Huan Ying Hou,Supernatural,15,2,5,5,147,4.5
Jiao Huan Ying Hou,Yuri,15,2,5,5,147,4.5
"After Having an AI Boyfriend, I Will Never Be Afraid of Sunspots",Fantasy,1,0,4,3,5,3.8
"After Having an AI Boyfriend, I Will Never Be Afraid of Sunspots",Romance,1,0,4,3,5,3.8
"After Having an AI Boyfriend, I Will Never Be Afraid of Sunspots",Sci-fi,1,0,4,3,5,3.8
"After Having an AI Boyfriend, I Will Never Be Afraid of Sunspots",Yaoi,1,0,4,3,5,3.8
I’m Pregnant with the Villain’s Child,Adult,69,33,58,92,238,3.8
I’m Pregnant with the Villain’s Child,Drama,69,33,58,92,238,3.8
I’m Pregnant with the Villain’s Child,Fantasy,69,33,58,92,238,3.8
I’m Pregnant with the Villain’s Child,Romance,69,33,58,92,238,3.8
Heaven Awakening Path,School Life,16,13,10,23,118,4.2
Heaven Awakening Path,Xuanhuan,16,13,10,23,118,4.2
Heaven Awakening Path,Supernatural,16,13,10,23,118,4.2
Heaven Awakening Path,Adventure,16,13,10,23,118,4.2
Heaven Awakening Path,Action,16,13,10,23,118,4.2
Heaven Awakening Path,Fantasy,16,13,10,23,118,4.2
The Protagonist Makes You Retreat About Thirty Miles,Xuanhuan,1,5,3,5,29,4.3
The Protagonist Makes You Retreat About Thirty Miles,Drama,1,5,3,5,29,4.3
The Protagonist Makes You Retreat About Thirty Miles,Comedy,1,5,3,5,29,4.3
The Protagonist Makes You Retreat About Thirty Miles,Shounen Ai,1,5,3,5,29,4.3
The Protagonist Makes You Retreat About Thirty Miles,Fantasy,1,5,3,5,29,4.3
"Back to the Sixties: Farm, Get Wealthy & Raise the Cubs",Mature,20,18,34,68,367,4.5
"Back to the Sixties: Farm, Get Wealthy & Raise the Cubs",Adult,20,18,34,68,367,4.5
"Back to the Sixties: Farm, Get Wealthy & Raise the Cubs",Supernatural,20,18,34,68,367,4.5
"Back to the Sixties: Farm, Get Wealthy & Raise the Cubs",Comedy,20,18,34,68,367,4.5
"Back to the Sixties: Farm, Get Wealthy & Raise the Cubs",Slice of Life,20,18,34,68,367,4.5
"Back to the Sixties: Farm, Get Wealthy & Raise the Cubs",Romance,20,18,34,68,367,4.5
The Green Lotus Peasant Girl,Slice of Life,5,7,16,27,47,4
The Green Lotus Peasant Girl,Drama,5,7,16,27,47,4
The Green Lotus Peasant Girl,Fantasy,5,7,16,27,47,4
The Green Lotus Peasant Girl,Romance,5,7,16,27,47,4
Sl**ty Chivalrous Woman,Mature,18,5,7,7,30,3.4
Sl**ty Chivalrous Woman,Adventure,18,5,7,7,30,3.4
Sl**ty Chivalrous Woman,Josei,18,5,7,7,30,3.4
Sl**ty Chivalrous Woman,Martial Arts,18,5,7,7,30,3.4
Sl**ty Chivalrous Woman,Smut,18,5,7,7,30,3.4
Sl**ty Chivalrous Woman,Adult,18,5,7,7,30,3.4
Have You Ever Met Such a Cold Author,Mature,1,3,8,20,113,4.7
Have You Ever Met Such a Cold Author,Psychological,1,3,8,20,113,4.7
Have You Ever Met Such a Cold Author,Adult,1,3,8,20,113,4.7
Have You Ever Met Such a Cold Author,Yaoi,1,3,8,20,113,4.7
Have You Ever Met Such a Cold Author,Slice of Life,1,3,8,20,113,4.7
Have You Ever Met Such a Cold Author,Romance,1,3,8,20,113,4.7
Strongest Abandoned Son,Mature,151,68,50,63,177,3.1
Strongest Abandoned Son,Harem,151,68,50,63,177,3.1
Strongest Abandoned Son,Drama,151,68,50,63,177,3.1
Strongest Abandoned Son,Supernatural,151,68,50,63,177,3.1
Strongest Abandoned Son,Xianxia,151,68,50,63,177,3.1
Strongest Abandoned Son,Adventure,151,68,50,63,177,3.1
Strongest Abandoned Son,Action,151,68,50,63,177,3.1
Strongest Abandoned Son,Martial Arts,151,68,50,63,177,3.1
Strongest Abandoned Son,Fantasy,151,68,50,63,177,3.1
Cannon Fodder A is about To Cover the Heroine,Fantasy,0,0,0,3,7,4.7
Cannon Fodder A is about To Cover the Heroine,Romance,0,0,0,3,7,4.7
Cannon Fodder A is about To Cover the Heroine,Yuri,0,0,0,3,7,4.7
Dragon Slaying Records,Shounen Ai,2,8,22,11,26,3.7
Dragon Slaying Records,Comedy,2,8,22,11,26,3.7
Dragon Slaying Records,Action,2,8,22,11,26,3.7
Dragon Slaying Records,Fantasy,2,8,22,11,26,3.7
Old Fogey Goes Down The Mountain,Comedy,2,3,5,4,30,4.3
Old Fogey Goes Down The Mountain,Fantasy,2,3,5,4,30,4.3
Old Fogey Goes Down The Mountain,Romance,2,3,5,4,30,4.3
Old Fogey Goes Down The Mountain,Supernatural,2,3,5,4,30,4.3
Old Fogey Goes Down The Mountain,Yaoi,2,3,5,4,30,4.3
I Just Won’t Play by the Book,Comedy,3,3,4,8,24,4.1
I Just Won’t Play by the Book,Fantasy,3,3,4,8,24,4.1
I Just Won’t Play by the Book,Xuanhuan,3,3,4,8,24,4.1
Loving You Is Hurtful,Adult,5,3,3,0,1,2.1
Loving You Is Hurtful,Josei,5,3,3,0,1,2.1
Loving You Is Hurtful,Mature,5,3,3,0,1,2.1
Loving You Is Hurtful,Psychological,5,3,3,0,1,2.1
Loving You Is Hurtful,Romance,5,3,3,0,1,2.1
The Villains I Raised All Died,Comedy,6,4,0,5,57,4.4
The Villains I Raised All Died,Romance,6,4,0,5,57,4.4
The Villains I Raised All Died,Tragedy,6,4,0,5,57,4.4
I [Imperial] Am This Type of Man,Adventure,5,4,4,8,34,4.1
I [Imperial] Am This Type of Man,Drama,5,4,4,8,34,4.1
I [Imperial] Am This Type of Man,Fantasy,5,4,4,8,34,4.1
I [Imperial] Am This Type of Man,Romance,5,4,4,8,34,4.1
I [Imperial] Am This Type of Man,Yaoi,5,4,4,8,34,4.1
Overbearing City Inspector Fell In Love With Me,Slice of Life,3,2,0,0,8,3.6
Overbearing City Inspector Fell In Love With Me,Yuri,3,2,0,0,8,3.6
Overbearing City Inspector Fell In Love With Me,Romance,3,2,0,0,8,3.6
The Villain Becomes The White Moonlight,Psychological,4,5,13,21,73,4.3
The Villain Becomes The White Moonlight,Drama,4,5,13,21,73,4.3
The Villain Becomes The White Moonlight,Supernatural,4,5,13,21,73,4.3
The Villain Becomes The White Moonlight,Comedy,4,5,13,21,73,4.3
The Villain Becomes The White Moonlight,Shounen Ai,4,5,13,21,73,4.3
The Villain Becomes The White Moonlight,Fantasy,4,5,13,21,73,4.3
The Villain Becomes The White Moonlight,Romance,4,5,13,21,73,4.3
We Are Destined to Meet,Adult,6,0,2,2,0,2
We Are Destined to Meet,Drama,6,0,2,2,0,2
We Are Destined to Meet,Josei,6,0,2,2,0,2
We Are Destined to Meet,Mature,6,0,2,2,0,2
We Are Destined to Meet,Psychological,6,0,2,2,0,2
We Are Destined to Meet,Romance,6,0,2,2,0,2
We Are Destined to Meet,Tragedy,6,0,2,2,0,2
48 Hours a Day,Action,12,7,17,34,64,4
48 Hours a Day,Adventure,12,7,17,34,64,4
48 Hours a Day,Fantasy,12,7,17,34,64,4
48 Hours a Day,Mystery,12,7,17,34,64,4
48 Hours a Day,Sci-fi,12,7,17,34,64,4
48 Hours a Day,Supernatural,12,7,17,34,64,4
Princess Consort Is No Pushover,Romance,7,1,2,3,16,3.7
Princess Consort Is No Pushover,Sci-fi,7,1,2,3,16,3.7
Princess Consort Is No Pushover,Shoujo,7,1,2,3,16,3.7
Imperfections,Sci-fi,13,5,14,18,189,4.5
Imperfections,Drama,13,5,14,18,189,4.5
Imperfections,Action,13,5,14,18,189,4.5
Imperfections,Mecha,13,5,14,18,189,4.5
Imperfections,Shounen Ai,13,5,14,18,189,4.5
Imperfections,Romance,13,5,14,18,189,4.5
The Six Immortals,Mystery,39,21,29,33,64,3.3
The Six Immortals,Xuanhuan,39,21,29,33,64,3.3
The Six Immortals,Harem,39,21,29,33,64,3.3
The Six Immortals,Adventure,39,21,29,33,64,3.3
The Six Immortals,Action,39,21,29,33,64,3.3
The Six Immortals,Martial Arts,39,21,29,33,64,3.3
The Six Immortals,Fantasy,39,21,29,33,64,3.3
To Kill A Unicorn,Drama,0,4,5,4,10,3.9
To Kill A Unicorn,Fantasy,0,4,5,4,10,3.9
To Kill A Unicorn,Romance,0,4,5,4,10,3.9
To Kill A Unicorn,Yaoi,0,4,5,4,10,3.9
The Perfect Statue,Horror,1,2,9,9,18,4.1
The Perfect Statue,Supernatural,1,2,9,9,18,4.1
The Perfect Statue,Yaoi,1,2,9,9,18,4.1
The Rise of the Transmigrated Movie Emperor,Comedy,3,3,6,2,4,3.1
The Rise of the Transmigrated Movie Emperor,Drama,3,3,6,2,4,3.1
The Rise of the Transmigrated Movie Emperor,Romance,3,3,6,2,4,3.1
The Rise of the Transmigrated Movie Emperor,Yaoi,3,3,6,2,4,3.1
I Want to Grow Old,Josei,3,3,3,6,15,3.9
I Want to Grow Old,Tragedy,3,3,3,6,15,3.9
The Female Lead is Raised by Bosses,Adventure,3,4,7,14,72,4.5
The Female Lead is Raised by Bosses,Comedy,3,4,7,14,72,4.5
The Female Lead is Raised by Bosses,Action,3,4,7,14,72,4.5
The Female Lead is Raised by Bosses,Mecha,3,4,7,14,72,4.5
The Female Lead is Raised by Bosses,Slice of Life,3,4,7,14,72,4.5
The Female Lead is Raised by Bosses,Fantasy,3,4,7,14,72,4.5
Embers Ad Infinitum,Action,6,4,8,17,88,4.4
Embers Ad Infinitum,Adventure,6,4,8,17,88,4.4
Embers Ad Infinitum,Comedy,6,4,8,17,88,4.4
Embers Ad Infinitum,Fantasy,6,4,8,17,88,4.4
Embers Ad Infinitum,Horror,6,4,8,17,88,4.4
Embers Ad Infinitum,Mystery,6,4,8,17,88,4.4
Embers Ad Infinitum,Psychological,6,4,8,17,88,4.4
Embers Ad Infinitum,Sci-fi,6,4,8,17,88,4.4
Embers Ad Infinitum,Supernatural,6,4,8,17,88,4.4
Embers Ad Infinitum,Tragedy,6,4,8,17,88,4.4
The Ice Lord Prime Minister’s Black-Bellied Wife,Comedy,10,3,11,6,19,3.4
The Ice Lord Prime Minister’s Black-Bellied Wife,Drama,10,3,11,6,19,3.4
The Ice Lord Prime Minister’s Black-Bellied Wife,Fantasy,10,3,11,6,19,3.4
The Ice Lord Prime Minister’s Black-Bellied Wife,Historical,10,3,11,6,19,3.4
The Ice Lord Prime Minister’s Black-Bellied Wife,Romance,10,3,11,6,19,3.4
The Ice Lord Prime Minister’s Black-Bellied Wife,Shoujo,10,3,11,6,19,3.4
Back to the Peak,Adventure,2,4,6,13,39,4.3
Back to the Peak,Romance,2,4,6,13,39,4.3
Back to the Peak,Sci-fi,2,4,6,13,39,4.3
Back to the Peak,Yaoi,2,4,6,13,39,4.3
Classmate is Not a Demon,Romance,0,1,1,1,6,4.3
Classmate is Not a Demon,Yuri,0,1,1,1,6,4.3
Spirit Planters,Martial Arts,3,1,0,0,2,2.5
Spirit Planters,Action,3,1,0,0,2,2.5
Spirit Planters,Fantasy,3,1,0,0,2,2.5
The Theory Of Queerbaiting,Shounen Ai,1,2,7,8,19,4.1
The Theory Of Queerbaiting,Comedy,1,2,7,8,19,4.1
The Theory Of Queerbaiting,Romance,1,2,7,8,19,4.1
"Magic Brush, Wonderful Dreams",Fantasy,1,1,2,0,5,3.8
"Magic Brush, Wonderful Dreams",Romance,1,1,2,0,5,3.8
"Magic Brush, Wonderful Dreams",Supernatural,1,1,2,0,5,3.8
"Magic Brush, Wonderful Dreams",Xuanhuan,1,1,2,0,5,3.8
Revenge,Drama,3,0,4,6,29,4.4
Revenge,Psychological,3,0,4,6,29,4.4
Revenge,Tragedy,3,0,4,6,29,4.4
Records of the Dragon Follower,Shounen Ai,6,3,2,10,29,4.1
Records of the Dragon Follower,Slice of Life,6,3,2,10,29,4.1
Records of the Dragon Follower,Fantasy,6,3,2,10,29,4.1
Records of the Dragon Follower,Xianxia,6,3,2,10,29,4.1
My Wife is a Beautiful CEO,Mature,188,71,104,145,863,4
My Wife is a Beautiful CEO,Ecchi,188,71,104,145,863,4
My Wife is a Beautiful CEO,Harem,188,71,104,145,863,4
My Wife is a Beautiful CEO,Xuanhuan,188,71,104,145,863,4
My Wife is a Beautiful CEO,Drama,188,71,104,145,863,4
My Wife is a Beautiful CEO,Action,188,71,104,145,863,4
My Wife is a Beautiful CEO,Martial Arts,188,71,104,145,863,4
My Wife is a Beautiful CEO,Romance,188,71,104,145,863,4
The Richest Daughter is Three and a Half Years Old,Fantasy,3,3,14,11,23,3.9
The Richest Daughter is Three and a Half Years Old,School Life,3,3,14,11,23,3.9
The Richest Daughter is Three and a Half Years Old,Slice of Life,3,3,14,11,23,3.9
The Richest Daughter is Three and a Half Years Old,Comedy,3,3,14,11,23,3.9
Quick Transmigration System: Pounce on Male Gods Which Family’s Stronger,Mature,5,1,4,2,4,2.9
Quick Transmigration System: Pounce on Male Gods Which Family’s Stronger,School Life,5,1,4,2,4,2.9
Quick Transmigration System: Pounce on Male Gods Which Family’s Stronger,Adult,5,1,4,2,4,2.9
Quick Transmigration System: Pounce on Male Gods Which Family’s Stronger,Josei,5,1,4,2,4,2.9
Quick Transmigration System: Pounce on Male Gods Which Family’s Stronger,Fantasy,5,1,4,2,4,2.9
Quick Transmigration System: Pounce on Male Gods Which Family’s Stronger,Romance,5,1,4,2,4,2.9
Top Class Divine Doctor,Action,1,3,2,1,3,3.2
Top Class Divine Doctor,Drama,1,3,2,1,3,3.2
Top Class Divine Doctor,Ecchi,1,3,2,1,3,3.2
Fey Evolution Merchant,Action,14,6,11,7,39,3.7
Fey Evolution Merchant,Adventure,14,6,11,7,39,3.7
Fey Evolution Merchant,Fantasy,14,6,11,7,39,3.7
Fey Evolution Merchant,Supernatural,14,6,11,7,39,3.7
Fey Evolution Merchant,Xuanhuan,14,6,11,7,39,3.7
Lei Feng System,School Life,12,6,7,1,29,3.5
Lei Feng System,Slice of Life,12,6,7,1,29,3.5
Lei Feng System,Yaoi,12,6,7,1,29,3.5
Lei Feng System,Romance,12,6,7,1,29,3.5
Immemorial Sword Venerable,Action,5,0,1,1,4,2.9
Immemorial Sword Venerable,Supernatural,5,0,1,1,4,2.9
Immemorial Sword Venerable,Xianxia,5,0,1,1,4,2.9
You Have Guts!,Comedy,4,0,3,2,12,3.9
You Have Guts!,Drama,4,0,3,2,12,3.9
You Have Guts!,Josei,4,0,3,2,12,3.9
You Have Guts!,Romance,4,0,3,2,12,3.9
His Awesome Young Hostess,Romance,2,1,5,1,6,3.5
His Awesome Young Hostess,Yaoi,2,1,5,1,6,3.5
Genius Demon Empress,Xianxia,12,8,9,9,64,4
Genius Demon Empress,Adventure,12,8,9,9,64,4
Genius Demon Empress,Action,12,8,9,9,64,4
Genius Demon Empress,Shoujo,12,8,9,9,64,4
Genius Demon Empress,Martial Arts,12,8,9,9,64,4
Genius Demon Empress,Fantasy,12,8,9,9,64,4
Genius Demon Empress,Romance,12,8,9,9,64,4
The Glamorous Plump Princess,Drama,10,3,5,0,2,2.1
The Glamorous Plump Princess,Fantasy,10,3,5,0,2,2.1
The Glamorous Plump Princess,Harem,10,3,5,0,2,2.1
The Glamorous Plump Princess,Historical,10,3,5,0,2,2.1
The Glamorous Plump Princess,Romance,10,3,5,0,2,2.1
Dressed as the Cannon Fodder Ex-Wife of the Regent,Drama,5,3,2,8,25,4
Dressed as the Cannon Fodder Ex-Wife of the Regent,Fantasy,5,3,2,8,25,4
Dressed as the Cannon Fodder Ex-Wife of the Regent,Romance,5,3,2,8,25,4
This Life is To Be With You,Shounen Ai,2,2,4,16,21,4.2
This Life is To Be With You,Historical,2,2,4,16,21,4.2
This Life is To Be With You,Xianxia,2,2,4,16,21,4.2
This Life is To Be With You,Romance,2,2,4,16,21,4.2
My Enemy is Actually Secretly in Love with Me,School Life,3,13,46,77,101,4.1
My Enemy is Actually Secretly in Love with Me,Yaoi,3,13,46,77,101,4.1
My Enemy is Actually Secretly in Love with Me,Romance,3,13,46,77,101,4.1
The Favoured Medical Princess,Adult,2,1,6,12,12,3.9
The Favoured Medical Princess,Adventure,2,1,6,12,12,3.9
The Favoured Medical Princess,Fantasy,2,1,6,12,12,3.9
The Favoured Medical Princess,Historical,2,1,6,12,12,3.9
The Favoured Medical Princess,Romance,2,1,6,12,12,3.9
The Magnate’s Six-year-Old Niece,School Life,3,0,3,1,3,3.1
The Magnate’s Six-year-Old Niece,Mature,3,0,3,1,3,3.1
The Magnate’s Six-year-Old Niece,Mystery,3,0,3,1,3,3.1
The Magnate’s Six-year-Old Niece,Drama,3,0,3,1,3,3.1
The Magnate’s Six-year-Old Niece,Adventure,3,0,3,1,3,3.1
The Magnate’s Six-year-Old Niece,Comedy,3,0,3,1,3,3.1
The Magnate’s Six-year-Old Niece,Action,3,0,3,1,3,3.1
The Magnate’s Six-year-Old Niece,Martial Arts,3,0,3,1,3,3.1
The Magnate’s Six-year-Old Niece,Fantasy,3,0,3,1,3,3.1
The Magnate’s Six-year-Old Niece,Romance,3,0,3,1,3,3.1
The Whole World Thinks I’m a Woman Disguised as a Man,Fantasy,6,0,6,0,16,3.7
The Whole World Thinks I’m a Woman Disguised as a Man,Sports,6,0,6,0,16,3.7
The Whole World Thinks I’m a Woman Disguised as a Man,Yaoi,6,0,6,0,16,3.7
I’ll Quit Being a God,Action,1,1,3,8,29,4.5
I’ll Quit Being a God,Adventure,1,1,3,8,29,4.5
I’ll Quit Being a God,Drama,1,1,3,8,29,4.5
I’ll Quit Being a God,Mystery,1,1,3,8,29,4.5
I’ll Quit Being a God,Psychological,1,1,3,8,29,4.5
I’ll Quit Being a God,Romance,1,1,3,8,29,4.5
I’ll Quit Being a God,Shounen,1,1,3,8,29,4.5
I’ll Quit Being a God,Tragedy,1,1,3,8,29,4.5
I’ll Quit Being a God,Xuanhuan,1,1,3,8,29,4.5
Realizing This Is A Wuxia World After Cultivating For 300 Years,Xuanhuan,3,1,2,3,10,3.8
Realizing This Is A Wuxia World After Cultivating For 300 Years,Xianxia,3,1,2,3,10,3.8
Realizing This Is A Wuxia World After Cultivating For 300 Years,Adventure,3,1,2,3,10,3.8
Realizing This Is A Wuxia World After Cultivating For 300 Years,Martial Arts,3,1,2,3,10,3.8
Realizing This Is A Wuxia World After Cultivating For 300 Years,Fantasy,3,1,2,3,10,3.8
"Be Responsible, Flowers Are Blooming",Romance,2,1,1,2,6,3.8
The Good Mother System,Shoujo,1,4,10,8,13,3.8
The Good Mother System,Comedy,1,4,10,8,13,3.8
The Good Mother System,Slice of Life,1,4,10,8,13,3.8
The Good Mother System,Fantasy,1,4,10,8,13,3.8
Transcendent David,School Life,2,2,4,3,8,3.7
Transcendent David,Xuanhuan,2,2,4,3,8,3.7
Transcendent David,Supernatural,2,2,4,3,8,3.7
Transcendent David,Adventure,2,2,4,3,8,3.7
Transcendent David,Action,2,2,4,3,8,3.7
Transcendent David,Mecha,2,2,4,3,8,3.7
Transcendent David,Martial Arts,2,2,4,3,8,3.7
Transcendent David,Fantasy,2,2,4,3,8,3.7
Transcendent David,Romance,2,2,4,3,8,3.7
"Bad President: Daddy, You Lost Favor",Slice of Life,10,2,2,1,2,2
"Bad President: Daddy, You Lost Favor",Drama,10,2,2,1,2,2
"Bad President: Daddy, You Lost Favor",Romance,10,2,2,1,2,2
Assassinate,Sci-fi,2,1,4,8,34,4.4
Assassinate,Psychological,2,1,4,8,34,4.4
Assassinate,Shounen Ai,2,1,4,8,34,4.4
"After Transmigrating Into an Omega, I Was Marked by the Enemy",School Life,22,19,25,9,57,3.5
"After Transmigrating Into an Omega, I Was Marked by the Enemy",Comedy,22,19,25,9,57,3.5
"After Transmigrating Into an Omega, I Was Marked by the Enemy",Yaoi,22,19,25,9,57,3.5
"If I Have You, What More Could I Ask For In This Life?",Drama,7,7,5,6,27,3.8
"If I Have You, What More Could I Ask For In This Life?",Romance,7,7,5,6,27,3.8
Time to Return,Drama,1,2,6,7,21,4.2
Time to Return,Historical,1,2,6,7,21,4.2
Time to Return,Romance,1,2,6,7,21,4.2
Time to Return,Tragedy,1,2,6,7,21,4.2
Martial World,Mature,129,92,233,296,1001,4.1
Martial World,Xuanhuan,129,92,233,296,1001,4.1
Martial World,Harem,129,92,233,296,1001,4.1
Martial World,Adventure,129,92,233,296,1001,4.1
Martial World,Action,129,92,233,296,1001,4.1
Martial World,Martial Arts,129,92,233,296,1001,4.1
Martial World,Fantasy,129,92,233,296,1001,4.1
Nuwa Growth Diary,Comedy,3,2,2,1,13,3.9
Nuwa Growth Diary,Fantasy,3,2,2,1,13,3.9
Nuwa Growth Diary,Romance,3,2,2,1,13,3.9
Nuwa Growth Diary,Xianxia,3,2,2,1,13,3.9
Additional Inheritance,Adult,8,4,3,5,30,3.9
Additional Inheritance,Drama,8,4,3,5,30,3.9
Additional Inheritance,Mature,8,4,3,5,30,3.9
Additional Inheritance,Romance,8,4,3,5,30,3.9
Additional Inheritance,Smut,8,4,3,5,30,3.9
Additional Inheritance,Yaoi,8,4,3,5,30,3.9
The Tenth Continent,Fantasy,1,0,2,0,1,3
After Sleeping With My Childhood Friend,School Life,16,9,10,15,28,3.4
After Sleeping With My Childhood Friend,Mature,16,9,10,15,28,3.4
After Sleeping With My Childhood Friend,Adult,16,9,10,15,28,3.4
After Sleeping With My Childhood Friend,Comedy,16,9,10,15,28,3.4
